description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
79a31e32-c564-4fcb-9477-1071a3361ffc,0d7097fd-dd74-4cc4-901a-d2423d0ca473,"In the input, you should see...a pattern with two colors",The output grid size...keep the same,"To make the output, you have to...start with the color that is on the top. Fill in that line with that color every other square, begin with first square. Fill in the rest in that line with the second color. For the next line, start with the color that is already there (the second color) and fill in in the same every other square pattern. It should look like a game board. The first color in every line is the color of the input grid",True,9,1,20.0,20.0,0.0,1,1,302,41
508851f3-8de8-4279-8704-c6653e095219,76a92bf6-8c68-49b9-8b43-342ed54b63a4,"In the input, you should see...three gray lines of differing lengths on a black background",The output grid size...is the same as the input grid.,"To make the output, you have to...change the color of the lines. The longest line needs to be colored blue. The middle length line needs to be colored yellow. The shortest line needs to be colored red.",True,10,1,16.0,16.0,0.0,3,2,149,25
595c3257-e348-48a7-9eb8-07d578782e55,bb38e9ce-1334-4577-9333-9159baf6c8a7,"In the input, you should see... three gray lines, each a different length, and the background is black.",The output grid size... is same size as the input grid.,"To make the output, you have to... color the lines based on their length: longest is blue, medium is yellow, and smallest is red.",True,9,1,16.0,16.0,1.0,1,0,137,31
6fba7afa-f5d9-4869-b789-8fadf2d97c2e,e356e896-d9e8-4725-ad5e-d6845a123fe8,"In the input, you should see... three gray line in different lengths",The output grid size... don't change,"To make the output, you have to... copy the input grid then simply change the color into the long gray line into blue middle grey color into yellow short line into red",True,10,1,16.0,16.0,5.0,2,5,436,27
a846e42c-8148-4491-9c5b-af6c117b8df7,e9de5585-ee46-4858-8cf1-28367da842a4,"In the input, you should see...three rectangles on a black background.",The output grid size...remains the same.,"To make the output, you have to...change the shortest rectangle to red, the middle rectangle to yellow, and the longest rectangle to blue.",True,10,1,7.0,7.0,2.0,0,0,216,33
d850d9d4-48ba-46f6-8554-56a7c1ff36ed,cbedb9de-dc76-4bcc-b4ed-a955c5feeff9,"In the input, you should see...three grey lines, each a different length.",The output grid size...stays the same size as the input grid.,"To make the output, you have to... copy the input grid, but make the longest line blue, the middle length line yellow, and the shortest line red.",True,10,1,19.0,19.0,4.0,0,1,407,56
d9404338-6a96-4010-8d4f-03c016636a80,0816cf96-0e09-4f16-b59b-32755694791b,"In the input, you should see...three gray lines of differing lengths on a black background.",The output grid size...is the same as the input grid.,"To make the output, you have to...change the color of the lines. The longest line should be blue. The middle length should be colored yellow. The shortest line should be red.",True,10,1,16.0,16.0,3.0,0,0,257,48
293cb957-f00c-4a65-9a09-0ffbf5177d4c,4aa7dab6-dd9f-4e6a-a145-ecfef4511879,"In the input, you should see...a solid colored grid with the center block a different color.",The output grid size...stays the same as the input grid.,"To make the output, you have to...use the same color as the center block, and starting at each corner of the center block, make a diagonal line that continues to each corner.",True,9,1,23.0,23.0,1.0,1,1,211,81
7a3cee17-205a-478f-a816-8184020f7ac1,bda40b50-d137-4706-bbdd-f01547d1c862,"In the input, you should see... A square with a dominant surrounding color and a black tile in the middle",The output grid size... remains the same as the input size,"To make the output, you have to... Create an X by filling in the diagonal tiles until the edge of each corner is reached",True,10,1,23.0,23.0,2.0,3,1,755,25
d7a42f83-4870-45b1-b7ef-7282bf2ea7c7,94517ee2-248c-492c-8dad-c079b2cfa45a,"In the input, you should see...a solid colored grid with the center block the color black.",The output grid size...stays the same as the input grid.,"To make the output, you have to...starting at each corner of the center block, make a black diagonal line toward each corner.",True,9,1,24.0,24.0,0.0,4,5,133,60
01ee5c67-9c88-425f-a844-a97c267bd277,6f621867-acb2-4445-b0fc-cc8226a1425d,"In the input, you should see...pattern",The output grid size...vertically,"To make the output, you have to...horizontally",True,10,1,124.0,124.0,6.0,5,0,122,497
21261749-ee90-45a4-8d5c-2ab95bf374b6,8fffc3c4-507a-4754-9715-ea2c46e3e082,"In the input, you should see...a black grid with colored blocks that repeat a cross pattern",The output grid size...triples in length vertically while remaining the same width,"To make the output, you have to...fill two blocks with red vertically underneath each side of the single red square as shown above. repeat until reaching the bottom of the grid.",False,,3,243.0,243.0,4.0,0,3,1640,632
2b232faf-b4ec-408b-a6b0-ffcc9684ed5c,657befc7-a20e-401d-9f38-294da4c25177,"In the input, you should see... the size of the pattern of the input grid",The output grid size...is the same horizontally and multiplied by 3 vertically and add 1,"To make the output, you have to... change the pattern vertically and horizontally",False,,3,111.0,111.0,7.0,0,2,187,183
5ca7e31d-e7d7-4edf-933a-bb0f48450716,a9bde85c-24dc-4cc9-b468-4da5d097a480,"In the input, you should see...a black and light blue square,3x20",The output grid size... is 9x20,"To make the output, you have to...double the height of the grid.Copy exact.",False,,3,53.0,53.0,2.0,2,5,423,240
70b35755-8883-49ff-97ff-ca67ea5f7361,51593085-c37c-4ab0-a17d-d5404d0752f1,"In the input, you should see...a row of patterned grid",The output grid size...the width is the same as the input grid and the height is the number of the vertical input grid multiplied by 3.,"To make the output, you have to... create the grid. Then copy the original pattern onto the output grid. Next, create a mirror pattern from the original pattern underneath the original pattern. Then copy the whole original and mirror pattern to fill in the rest of the black grid.",True,5,1,130.0,130.0,8.0,2,3,721,324
a0c31af4-7b57-4594-9e31-b3d2426e0e6a,34137dc5-f9c3-4b64-8fea-55a4873ce738,"In the input, you should see... the blue shapes",The output grid size...17to13,"To make the output, you have to....the way",False,,3,83.0,83.0,0.0,1,2,428,165
a237c499-6208-4a7b-9601-4b1d695c6204,80a1e27a-8f6a-43c1-970c-7907f4c2d76a,"In the input, you should see...a pattern composed of blue or red squares",The output grid size...if blue grid will be 17x9 if Red grid will be 17x13,"To make the output, you have to...if blue squares continue the pattern all the way to the end. If red do the same thing. It will be the same top and bottom.",False,,3,106.0,106.0,1.0,2,4,505,216
a9cb8719-4a7c-48e7-b374-a4539fe214df,d84db407-174d-458a-af4e-8ecfe265c1dc,"In the input, you should see...two input grids, one using red boxes is four boxes high and the other using blue boxes is three boxes high.","The output grid size...changes in height only. The first grid goes from four to thirteen boxes, and the second goes from three to nine boxes. The length remains the same for both grids.","To make the output, you have to...copy the original pattern into the top of the grid, then the next few rows you create a mirror image of the first pattern using the same colors, so that it is upside down. The bottom half of the first grid is then a mirror image of the top half.  The same process is used for the second grid.",False,,3,128.0,128.0,3.0,0,3,1011,278
dc55677f-0003-4f7f-8d5a-66675299a2a9,7898977c-bd35-4354-b3fb-f8fc5cf6f6ec,"In the input, you should see...a 3x17 or 4x17 pattern",The output grid size...is the same horizontally and multiplied by 3 vertically (and add 1),"To make the output, you have to...flip the pattern vertically 3 times to create a continuous pattern that is symmetrical both vertically and horizontally",True,3,1,93.0,93.0,5.0,0,3,625,259
07a03a8a-2b5a-4b8b-aeeb-eab1ba16e2a6,2cf558f8-90c4-435a-a767-f86914a1d853,"In the input, you should see... grid with 2 or more colors","The output grid size...if 2 color 3x3, if 3 color 5x5, if 4 color 7x7","To make the output, you have to... put center box color in 1x1, outside box color in 3x3, then 5x5, then 7x7 and so on",True,10,1,51.0,51.0,2.0,1,2,311,155
439d0d02-e1bb-4228-91f6-3d29e878d1c1,4826b5dc-45f3-4beb-af66-c6e3c82f3a77,"In the input, you should see... one color inside another. you might have a third or 4th color .","The output grid size...if 2 color 3x3, if 3 color 5x5 if 4 color 7x7","To make the output, you have to...the color all the way inside is 1x1 in the center. the next color is 3x3 in the center (other than the 1x1 from before). If you have a third color, the center 5x5 is that and finally the 4th color is the far 7x7 edge.",True,3,1,54.0,54.0,0.0,1,0,883,59
87f0b699-c0d1-412a-8e56-e086b27371a4,2807a056-90db-4a32-8eab-a885cf6ebdac,"In the input, you should see...2, 3, and 4 color patterns","The output grid size...4 colors is 7x7 squares; 2 colors is 3x3 squares, 3 colors is 5x5 squares","To make the output, you have to...Identify the color using the least number of squares as your central color in the output.  Follow with second color, then third and final colors.",False,,3,431.0,431.0,3.0,1,2,575,1054
f1122852-9d4f-4f6a-9cd8-fdc30b8f9d10,cb3f86dc-2528-4cfc-8fd7-5cacb863d20c,"In the input, you should see...a large grid with two or more colors","The output grid size...is 2 times the number of colors - 1 (for example if there are 2 colors, the size is 3x3 (2 times 2 = 4 - 1 = 3)","To make the output, you have to...color the outside border the same color as the outside border of the input grid. Continue to color the output grid using the next color until it is filled",True,5,1,62.0,62.0,1.0,1,4,362,109
21331111-bd74-434d-b592-ec560757b99a,cbedb9de-dc76-4bcc-b4ed-a955c5feeff9,"In the input, you should see... a square within a square, with the center square a different color.",The output grid size...is the same size as the input grid.,"To make the output, you have to...extend a diagonal line from each visible corner of the outer square. This diagonal line should match the color of the inner square.",True,6,2,57.0,57.0,3.0,3,4,386,62
84ee4f9a-d2bb-48a7-b12e-0bc60b3424e2,0caea7d6-98de-4f24-bb85-add2f29351e9,"In the input, you should see...a square with a different colored center",The output grid size...is the same as the input grid size.,"To make the output, you have to...add diagonal lines extending from each corner of the outer squares to the edge of the output grid.",True,10,1,8.0,8.0,0.0,1,0,196,37
9920b23d-dc06-4421-91cb-ed914f198b35,7d0e4dd7-c97e-4285-a3ed-69f361bde418,"In the input, you should see...A smaller square with a border box of a different color",The output grid size...Copy the input grid size to the output,"To make the output, you have to...Extend squares of the color of the smaller square from the corners of the border box on a diagonal until you touch the edge of the grid.",True,10,1,8.0,8.0,1.0,2,3,341,30
befeaf87-f7ca-45c7-9ba3-4ed15fb6ff43,d0a0daaf-ad19-47f8-9812-80cf22edf8e8,"In the input, you should see...a square within another square that is a different color.",The output grid size...is the same as the input grid size.,"To make the output, you have to...Add diagonal lines from the corner of the larger box to the end of the grid, using the color of the inner box.",True,10,1,8.0,8.0,2.0,0,3,211,20
